"x.calibrated","x.label","x.units","x.coord","y.calibrated","y.label","y.units","y.coord","group"
1958.037,"x",NA,244.270152505447,0.4946995,"y",NA,261.758169934641,"auto"
1960.176,"x",NA,253.23600973236,0.4443557,"y",NA,325.946472019465,"auto"
1928.191,"x",NA,119.165853658537,0.4638776,"y",NA,301.056097560976,"auto"
1984.052,"x",NA,353.316582914573,0.5278609,"y",NA,219.477386934673,"auto"
1948.072,"x",NA,202.5,0.5431787,"y",NA,199.947115384615,"auto"
2007.035,"x",NA,449.655086848635,0.6183029,"y",NA,104.163771712159,"auto"
1986.101,"x",NA,361.9075,0.5653627,"y",NA,171.6625,"auto"
1934.14,"x",NA,144.101449275362,0.4792157,"y",NA,281.5,"auto"
1943.098,"x",NA,181.653266331658,0.4219411,"y",NA,354.525125628141,"auto"
1987.309,"x",NA,366.970666666667,0.5175979,"y",NA,232.562666666667,"auto"
1923.047,"x",NA,97.6059850374065,0.3649064,"y",NA,427.244389027431,"auto"
1996.042,"x",NA,403.5775,0.5794863,"y",NA,153.655,"auto"
1994.092,"x",NA,395.401002506266,0.5151536,"y",NA,235.679197994987,"auto"
1974.054,"x",NA,311.40897755611,0.4673698,"y",NA,296.60349127182,"auto"
1989.127,"x",NA,374.590909090909,0.4987304,"y",NA,256.618686868687,"auto"
1927.103,"x",NA,114.605985037406,0.3323485,"y",NA,468.755610972569,"auto"
1998.182,"x",NA,412.544554455446,0.6065444,"y",NA,119.155940594059,"auto"
1971.172,"x",NA,299.330882352941,0.4372953,"y",NA,334.948529411765,"auto"
1965.686,"x",NA,276.332251082251,0.4635404,"y",NA,301.485930735931,"cluster"
2003.489,"x",NA,434.789962825279,0.5754209,"y",NA,158.838289962825,"cluster"
1963.459,"x",NA,267,0.4623529,"y",NA,303,"orangeGrp"
1963.221,"x",NA,266,0.4733333,"y",NA,289,"orangeGrp"
1967.276,"x",NA,283,0.4654902,"y",NA,299,"orangeGrp"
2004.732,"x",NA,440,0.58,"y",NA,153,"orangeGrp"
2001.392,"x",NA,426,0.5737255,"y",NA,161,"orangeGrp"
